CustID,Choice (0/1),Gender,Amount purchased,Frequency,Last purchase,First purchase,P_History,P_Science,P_Business,P_Educ,P_Health
34214,0,1,190,14,10,72,0,0,4,2,2
34215,0,1,254,36,7,68,0,0,3,0,2
34216,0,1,288,32,6,66,0,1,3,0,2
34220,0,0,255,32,8,60,0,2,3,2,0
34221,0,1,364,16,8,60,0,1,3,0,1
34222,0,1,242,24,6,58,0,0,2,2,0
34223,0,1,225,6,9,58,0,1,4,1,1
34224,0,1,305,14,8,56,0,1,4,2,0
34225,0,1,192,34,6,52,0,0,3,2,1
34226,0,0,342,8,10,52,0,1,6,1,1
34227,0,1,143,16,7,50,0,1,1,3,2
34231,0,1,128,30,4,46,0,2,2,0,0
34234,0,1,361,14,9,46,0,0,4,2,1
34236,0,1,217,36,2,44,0,0,0,1,1
34237,0,1,158,16,7,44,0,2,1,2,0
34239,0,1,120,2,8,44,0,0,1,1,1
34240,0,1,274,36,2,42,0,1,0,0,0
34241,0,0,346,16,5,42,0,0,3,1,0
34243,0,1,320,16,5,42,0,1,3,0,0
34244,0,0,296,24,6,42,0,1,3,2,0
34245,0,1,186,36,2,40,0,0,2,0,0
34246,0,1,248,36,2,40,0,0,1,1,0
34247,0,1,266,34,2,40,0,0,0,0,1
34248,0,1,76,32,2,40,0,1,0,1,0
34249,0,0,162,30,3,40,0,0,1,1,0
34250,0,1,152,30,3,40,0,0,2,1,0
34252,0,1,231,4,6,40,0,2,1,1,1
34253,0,1,360,16,7,40,0,2,3,1,0
34255,0,1,202,16,11,40,0,0,3,1,1
34256,0,0,130,36,2,38,0,0,1,0,1
34257,0,1,74,34,2,38,0,1,0,0,0
34258,0,0,148,32,2,38,0,1,0,1,0
34259,0,1,153,32,2,38,0,0,1,0,0
34260,0,1,265,32,2,38,0,1,0,0,1
34261,0,1,260,30,2,38,0,0,1,0,1
34262,0,1,88,30,2,38,0,1,0,0,1
34263,0,1,320,28,3,38,0,0,2,0,1
34264,0,0,244,20,4,38,0,1,0,0,0
34266,0,0,350,12,5,38,0,0,2,3,0
34267,0,1,285,10,6,38,0,0,2,2,1
34268,0,0,137,36,1,36,0,0,0,0,1
34269,0,0,127,36,1,36,0,0,0,0,0
34270,0,1,146,36,1,36,0,0,0,1,0
34271,0,1,175,36,1,36,0,0,0,0,0
34272,0,1,248,36,1,36,0,1,0,0,0
34273,0,1,303,36,1,36,0,0,0,0,0
34274,0,1,316,32,2,36,0,1,0,1,0
34275,0,1,117,32,2,36,0,0,1,1,0
34276,0,0,216,28,2,36,0,0,1,0,1
34277,0,1,51,28,2,36,0,0,0,0,0
34278,0,0,322,24,3,36,0,0,1,0,0
34279,0,1,263,12,10,36,0,1,3,2,2
34280,0,0,210,34,1,34,0,0,1,0,0
34281,0,0,280,34,1,34,0,0,1,0,0
34283,0,1,307,34,1,34,0,0,1,0,0
34284,0,1,233,34,1,34,0,0,0,0,1
34285,0,1,23,34,1,34,0,0,0,0,0
34286,0,1,247,34,1,34,0,0,1,0,0
34287,0,1,280,30,2,34,0,1,1,0,0
34288,0,1,115,30,2,34,0,0,1,0,1
34289,0,1,127,26,2,34,0,0,2,0,0
34290,0,1,95,26,2,34,0,0,1,0,1
34292,0,0,211,32,1,32,0,0,0,0,0
34293,0,0,26,32,1,32,0,0,1,0,0
34294,0,1,224,32,1,32,0,0,0,1,0
34295,0,1,191,32,1,32,0,0,0,0,0
34296,0,1,234,32,1,32,0,0,0,0,1
34297,0,1,196,30,2,32,0,1,0,1,0
34298,0,0,220,28,2,32,0,0,2,0,0
34299,0,0,268,28,2,32,0,0,0,0,2
34300,0,1,224,28,2,32,0,0,0,1,1
34301,0,1,156,28,2,32,0,0,1,0,0
34302,0,0,190,26,2,32,0,1,0,1,0
34303,0,1,276,24,2,32,0,0,0,2,0
34305,0,1,172,16,3,32,0,0,2,1,0
34306,0,1,296,16,3,32,0,0,3,0,0
34308,0,1,228,14,5,32,0,1,1,1,1
34310,0,1,388,12,7,32,0,1,3,1,1
34311,0,0,198,30,1,30,0,0,0,1,0
34312,0,0,150,30,1,30,0,0,1,0,0
34315,0,1,18,30,1,30,0,0,1,0,0
34316,0,1,139,30,1,30,0,0,0,1,0
34317,0,1,281,30,1,30,0,0,0,0,1
34318,0,1,284,30,1,30,0,1,0,0,0
34319,0,1,287,30,1,30,0,0,0,0,0
34320,0,1,177,30,1,30,0,0,1,0,0
34321,0,1,241,30,1,30,0,1,0,0,0
34322,0,1,150,30,1,30,0,0,0,1,0
34323,0,1,312,30,1,30,0,0,1,0,0
34324,0,1,234,30,1,30,0,1,0,0,0
34325,0,1,89,30,1,30,0,0,0,0,0
34326,0,1,127,30,1,30,0,1,0,0,0
34327,0,1,67,30,1,30,0,0,0,0,0
34328,0,0,240,28,2,30,0,1,0,0,1
34329,0,1,91,28,2,30,0,0,1,0,0
34330,0,0,170,24,2,30,0,0,2,0,0
34331,0,1,287,22,2,30,0,0,1,0,1
34332,0,1,261,22,2,30,0,0,1,0,0
34333,0,0,269,16,3,30,0,0,2,1,0
34335,0,1,324,16,5,30,0,2,0,1,1
34337,0,1,193,12,5,30,0,1,0,1,0
34339,0,1,346,16,6,30,0,1,4,0,0
34341,0,0,126,28,1,28,0,0,0,0,0
34342,0,0,193,28,1,28,0,0,0,0,0
34343,0,1,116,28,1,28,0,0,1,0,0
34344,0,1,102,28,1,28,0,1,0,0,0
34345,0,1,103,28,1,28,0,0,0,0,1
34346,0,1,104,28,1,28,0,0,0,1,0
34347,0,1,279,28,1,28,0,0,0,0,1
34348,0,1,226,28,1,28,0,0,1,0,0
34349,0,1,54,28,1,28,0,0,0,0,1
34350,0,0,108,26,2,28,0,0,1,1,0
34351,0,0,276,24,2,28,0,0,1,0,0
34352,0,1,141,24,2,28,0,0,0,0,0
34353,0,1,211,24,2,28,0,1,0,1,0
34354,0,0,303,14,3,28,0,0,2,0,0
34355,0,1,254,14,3,28,0,1,0,0,2
34356,0,1,201,12,3,28,0,1,0,0,1
34359,0,1,233,14,4,28,0,0,3,0,1
34360,0,1,61,8,4,28,0,0,1,3,0
34363,0,1,206,26,1,26,0,0,1,0,0
34364,0,1,202,26,1,26,0,0,1,0,0
34365,0,1,116,26,1,26,0,0,0,0,0
34366,0,1,78,26,1,26,0,0,0,1,0
34367,0,1,298,26,1,26,0,0,0,1,0
34368,0,0,199,24,2,26,0,1,0,0,1
34369,0,1,63,24,2,26,0,0,1,1,0
34371,0,1,214,22,2,26,0,1,1,0,0
34372,0,1,299,12,3,26,0,0,0,1,0
34373,0,1,94,8,3,26,0,1,1,0,0
34378,0,1,293,2,9,26,0,1,2,2,1
34381,0,0,179,24,1,24,0,0,0,1,0
34382,0,0,254,24,1,24,0,1,0,0,0
34383,0,1,115,24,1,24,0,0,0,0,1
34384,0,1,186,24,1,24,0,0,0,1,0
34385,0,0,221,22,2,24,0,0,2,0,0
34562,0,1,105,24,2,30,1,1,0,0,0
34563,0,1,247,20,4,30,1,0,0,0,1
34564,0,1,185,16,4,30,1,1,1,1,0
34565,0,0,232,14,4,30,1,1,1,0,0
34567,0,0,273,14,5,30,1,0,2,0,1
34568,0,1,292,12,5,30,1,2,1,0,0
34569,0,1,300,12,5,30,1,2,1,0,1
34570,0,1,187,10,5,30,1,1,1,0,0
34571,0,0,105,12,6,30,1,2,3,0,0
34572,0,1,262,2,8,30,1,0,3,0,1
34574,0,1,131,24,2,28,1,0,1,0,0
34575,0,1,141,10,3,28,1,1,0,1,0
34576,0,1,216,16,5,28,1,1,1,2,0
34577,0,1,332,10,5,28,1,1,3,0,0
34581,0,1,341,14,6,28,1,1,1,1,0
34582,0,1,334,8,9,28,1,1,3,1,1
34583,0,0,33,26,1,26,1,0,0,0,0
34584,0,0,177,26,1,26,1,0,0,0,0
34585,0,1,57,26,1,26,1,0,0,0,0
34586,0,1,247,24,2,26,1,0,1,0,0
34587,0,1,231,24,2,26,1,0,0,1,0
34588,0,1,100,20,2,26,1,0,0,0,0
34589,0,1,135,16,3,26,1,1,0,0,1
34590,0,0,88,10,3,26,1,0,1,0,1
34591,0,1,119,10,5,26,1,1,1,0,1
34592,0,0,191,14,6,26,1,0,3,1,0
34593,0,0,195,2,6,26,1,2,1,0,1
34596,0,0,92,22,2,24,1,0,0,1,0
34597,0,0,103,18,2,24,1,0,1,0,0
34598,0,0,261,18,2,24,1,0,1,0,0
34600,0,1,214,16,2,24,1,0,0,0,0
34601,0,1,140,16,2,24,1,0,0,0,1
34602,0,1,257,16,2,24,1,1,0,0,0
34603,0,1,203,16,2,24,1,0,1,0,0
34604,0,1,151,10,3,24,1,1,0,1,0
34605,0,1,253,8,3,24,1,0,0,0,1
34606,0,1,298,12,4,24,1,0,0,1,1
34607,0,1,294,12,5,24,1,1,2,1,0
34611,0,0,228,2,8,24,1,1,4,1,1
34612,0,1,396,4,9,24,1,4,2,1,0
34613,0,1,163,22,1,22,1,0,0,0,0
34614,0,1,35,18,2,22,1,0,1,0,0
34615,0,0,317,16,2,22,1,0,0,1,0
34616,0,0,239,16,2,22,1,0,0,0,0
34617,0,1,317,16,2,22,1,0,0,0,0
34618,0,1,85,16,2,22,1,0,0,0,1
34619,0,0,118,14,2,22,1,0,0,1,0
34622,0,1,84,14,2,22,1,0,0,1,0
34623,0,1,165,14,2,22,1,0,1,0,0
34624,0,1,221,14,2,22,1,0,1,0,0
34625,0,1,138,14,2,22,1,1,0,0,0
34626,0,1,131,14,2,22,1,0,1,0,0
34627,0,0,49,16,3,22,1,0,0,1,1
34628,0,1,54,14,3,22,1,1,1,0,0
34629,0,0,344,12,3,22,1,0,2,0,0
34630,0,1,277,10,3,22,1,0,1,1,0
34631,0,1,70,8,4,22,1,1,0,2,0
34632,0,0,213,4,4,22,1,0,1,0,0
34633,0,0,162,10,6,22,1,1,3,0,1
34634,0,0,162,20,1,20,1,0,0,0,0
34635,0,0,161,20,1,20,1,0,0,0,0
34636,0,1,113,20,1,20,1,0,0,0,0
34637,0,1,240,20,1,20,1,0,0,0,0
34638,0,1,289,20,1,20,1,0,0,0,0
34639,0,1,132,18,2,20,1,0,0,0,0
34640,0,1,137,18,2,20,1,0,0,0,0
34641,0,0,115,16,2,20,1,0,0,1,0
34642,0,0,253,16,2,20,1,0,0,0,0
34643,0,0,223,16,2,20,1,0,0,0,1
34644,0,1,193,16,2,20,1,0,0,0,1
34645,0,1,244,16,2,20,1,0,0,1,0
34646,0,1,208,16,2,20,1,0,1,0,0
34647,0,1,159,16,2,20,1,0,0,0,0
34648,0,1,97,16,2,20,1,1,0,0,0
34649,0,0,159,14,2,20,1,0,0,1,0
34650,0,1,224,14,2,20,1,0,1,0,0
34651,0,1,216,14,2,20,1,0,1,0,0
34652,0,1,277,14,2,20,1,0,1,0,0
34653,0,1,55,14,2,20,1,0,0,0,0
34655,0,1,274,12,2,20,1,0,0,0,1
34656,0,1,220,12,2,20,1,0,1,0,0
34657,0,1,168,12,2,20,1,1,0,0,0
34658,0,1,82,4,3,20,1,1,1,0,0
34659,0,0,323,8,4,20,1,0,2,0,0
34660,0,1,223,8,4,20,1,1,2,0,0
34661,0,1,198,4,4,20,1,0,2,1,0
34663,0,0,73,18,1,18,1,0,0,0,0
34664,0,0,225,18,1,18,1,0,0,0,0
34665,0,0,152,18,1,18,1,0,0,0,0
34666,0,0,83,18,1,18,1,0,0,0,0
34667,0,0,155,18,1,18,1,0,0,0,0
34668,0,1,104,18,1,18,1,0,0,0,0
34669,0,1,292,18,1,18,1,0,0,0,0
34671,0,1,158,16,2,18,1,0,0,0,0
34672,0,1,122,16,2,18,1,0,1,0,0
34674,0,1,69,14,2,18,1,0,0,0,0
34675,0,1,268,14,2,18,1,0,0,0,1
34676,0,1,299,14,2,18,1,0,1,0,0
34677,0,1,110,14,2,18,1,0,1,0,0
34678,0,1,189,14,2,18,1,0,1,0,0
34679,0,1,78,14,2,18,1,0,0,1,0
34680,0,0,310,12,2,18,1,0,0,0,0
34682,0,1,41,12,2,18,1,1,0,0,0
34683,0,1,72,12,2,18,1,0,0,0,0
34684,0,1,170,12,2,18,1,0,1,0,0
34685,0,1,31,12,2,18,1,1,0,0,0
34686,0,0,218,10,2,18,1,0,0,1,0
34687,0,0,268,10,2,18,1,0,0,0,1
34690,0,1,111,10,2,18,1,1,0,0,0
34691,0,1,30,10,2,18,1,0,1,0,0
34692,0,0,279,12,3,18,1,0,2,0,0
34693,0,1,300,10,3,18,1,0,1,0,0
34694,0,1,320,6,3,18,1,1,0,0,0
34696,0,1,133,6,4,18,1,1,2,0,0
34697,0,0,333,2,4,18,1,0,1,0,1
34700,0,0,215,16,1,16,1,0,0,0,0
34701,0,0,238,16,1,16,1,0,0,0,0
34702,0,0,93,16,1,16,1,0,0,0,0
34703,0,0,107,16,1,16,1,0,0,0,0
34705,0,1,212,16,1,16,1,0,0,0,0
34706,0,1,273,16,1,16,1,0,0,0,0
34707,0,1,169,16,1,16,1,0,0,0,0
34708,0,1,118,16,1,16,1,0,0,0,0
34709,0,1,167,16,1,16,1,0,0,0,0
34710,0,1,82,16,1,16,1,0,0,0,0
34711,0,1,271,16,1,16,1,0,0,0,0
34712,0,1,82,14,2,16,1,0,0,0,0
34713,0,1,260,14,2,16,1,0,1,0,0
34714,0,0,111,12,2,16,1,0,1,0,0
34715,0,0,39,12,2,16,1,0,0,1,0
34716,0,0,46,12,2,16,1,0,1,0,0
34717,0,0,65,12,2,16,1,1,0,0,0
34718,0,0,192,12,2,16,1,0,1,0,0
34719,0,1,218,12,2,16,1,0,1,0,0
34720,0,1,195,12,2,16,1,0,0,0,1
34721,0,1,151,12,2,16,1,0,1,0,0
34722,0,1,302,12,2,16,1,0,1,0,0
34723,0,1,293,12,2,16,1,0,0,0,0
34724,0,0,34,10,2,16,1,0,0,1,0
34725,0,0,181,10,2,16,1,0,0,0,1
34729,0,1,237,10,2,16,1,0,0,1,0
34730,0,1,218,10,2,16,1,0,1,0,0
34731,0,1,166,8,2,16,1,0,0,0,1
34732,0,1,114,8,2,16,1,0,0,1,0
34737,0,1,204,4,4,16,1,0,2,0,0
34739,0,0,295,14,1,14,1,0,0,0,0
34740,0,0,61,14,1,14,1,0,0,0,0
34741,0,0,134,14,1,14,1,0,0,0,0
34742,0,0,298,14,1,14,1,0,0,0,0
34743,0,1,92,14,1,14,1,0,0,0,0
34744,0,1,84,14,1,14,1,0,0,0,0
34745,0,1,235,14,1,14,1,0,0,0,0
34746,0,1,30,14,1,14,1,0,0,0,0
34747,0,1,41,14,1,14,1,0,0,0,0
34748,0,1,204,14,1,14,1,0,0,0,0
34749,0,1,240,14,1,14,1,0,0,0,0
34750,0,1,122,14,1,14,1,0,0,0,0
34751,0,0,235,12,2,14,1,0,0,1,0
34753,0,1,240,12,2,14,1,0,1,0,0
34754,0,1,60,12,2,14,1,0,1,0,0
34756,0,1,114,10,2,14,1,0,1,0,0
34757,0,1,78,10,2,14,1,0,1,0,0
34758,0,1,303,10,2,14,1,0,0,0,0
34759,0,0,165,8,2,14,1,0,1,0,0
34760,0,0,55,8,2,14,1,0,1,0,0
34761,0,1,295,8,2,14,1,0,1,0,0
34762,0,1,287,8,2,14,1,1,0,0,0
34763,0,1,59,8,2,14,1,0,1,0,0
34764,0,1,252,6,2,14,1,0,0,0,0
34766,0,1,281,6,4,14,1,0,0,1,0
34767,0,0,176,4,5,14,1,0,3,0,0
34768,0,0,54,12,1,12,1,0,0,0,0
34769,0,1,252,12,1,12,1,0,0,0,0
34770,0,1,15,12,1,12,1,0,0,0,0
34771,0,1,69,12,1,12,1,0,0,0,0
34772,0,1,175,12,1,12,1,0,0,0,0
34773,0,1,28,12,1,12,1,0,0,0,0
34774,0,1,120,12,1,12,1,0,0,0,0
34775,0,1,202,12,1,12,1,0,0,0,0
34776,0,1,299,12,1,12,1,0,0,0,0
34777,0,1,169,12,1,12,1,0,0,0,0
34778,0,1,46,12,1,12,1,0,0,0,0
34779,0,0,185,10,2,12,1,0,1,0,0
34780,0,1,163,10,2,12,1,0,0,1,0
34781,0,1,191,10,2,12,1,0,0,0,0
34782,0,1,192,10,2,12,1,0,1,0,0
34784,0,0,238,8,2,12,1,0,1,0,0
34786,0,1,80,8,2,12,1,0,1,0,0
34787,0,1,323,8,2,12,1,1,0,0,0
34788,0,1,247,8,2,12,1,0,0,0,1
42516,0,1,87,22,2,24,0,0,1,0,0
42517,0,1,191,22,2,24,0,0,1,1,0
42518,0,1,84,22,2,24,0,0,1,0,0
42519,0,1,75,22,2,24,0,0,0,1,0
42520,0,0,71,20,2,24,0,0,0,0,0
42521,0,1,128,18,2,24,0,0,1,0,1
42522,0,0,327,16,2,24,0,0,0,1,0
42523,0,1,84,16,2,24,0,0,1,0,0
42524,0,1,34,16,2,24,0,0,2,0,0
42525,0,1,329,14,3,24,0,0,1,0,2
42526,0,1,222,14,3,24,0,2,1,0,0
42527,0,0,164,12,3,24,0,1,2,0,0
42528,0,1,254,6,3,24,0,0,1,1,1
42529,0,1,162,16,4,24,0,0,0,3,1
42532,0,1,211,6,4,24,0,1,1,1,0
42533,0,0,272,12,6,24,0,1,2,0,0
42534,0,0,222,2,6,24,0,2,0,2,0
42535,0,0,40,22,1,22,0,0,0,1,0
42536,0,0,216,22,1,22,0,0,0,0,1
42537,0,0,84,22,1,22,0,0,0,1,0
42539,0,1,288,22,1,22,0,0,1,0,0
42540,0,1,285,22,1,22,0,0,1,0,0
42541,0,1,136,22,1,22,0,0,1,0,0
42542,0,1,241,22,1,22,0,0,1,0,0
42543,0,1,226,22,1,22,0,0,1,0,0
42544,0,1,260,20,2,22,0,0,2,0,0
42545,0,1,59,18,2,22,0,1,0,0,1
42546,0,0,315,16,2,22,0,1,1,0,0
42547,0,0,288,16,2,22,0,0,1,1,0
42550,0,1,33,16,2,22,0,0,0,1,0
42551,0,1,303,16,2,22,0,0,1,0,1
42552,0,1,136,16,2,22,0,0,0,1,0
42553,0,1,182,16,2,22,0,0,2,0,0
42554,0,1,217,16,2,22,0,1,0,0,0
42555,0,1,75,16,2,22,0,0,0,0,0
42556,0,0,88,14,2,22,0,0,1,1,0
42557,0,0,130,14,2,22,0,0,1,0,0
42561,0,1,60,14,2,22,0,0,1,0,1
42562,0,1,194,14,2,22,0,0,0,0,2
42563,0,1,75,14,2,22,0,0,1,0,0
42564,0,1,130,14,2,22,0,0,1,0,0
42566,0,0,98,12,3,22,0,1,0,1,1
42567,0,1,71,12,3,22,0,1,1,0,0
42569,0,0,247,8,4,22,0,1,2,0,0
42570,0,0,124,2,4,22,0,1,1,2,0
42571,0,1,162,6,5,22,0,1,3,0,0
42574,0,0,277,20,1,20,0,1,0,0,0
42575,0,0,191,20,1,20,0,1,0,0,0
42576,0,0,81,20,1,20,0,0,1,0,0
42577,0,1,232,20,1,20,0,0,0,0,1
42578,0,1,288,20,1,20,0,1,0,0,0
42579,0,1,79,20,1,20,0,0,1,0,0
42580,0,1,278,20,1,20,0,0,0,0,0
42581,0,0,132,18,2,20,0,0,1,0,0
42582,0,1,41,18,2,20,0,1,0,0,1
42584,0,0,267,16,2,20,0,0,0,1,1
42585,0,1,237,16,2,20,0,0,0,0,1
42586,0,1,44,16,2,20,0,0,0,1,1
42587,0,1,265,16,2,20,0,0,1,0,0
42591,0,0,324,14,2,20,0,0,2,0,0
42592,0,0,226,14,2,20,0,0,1,1,0
42594,0,1,78,14,2,20,0,0,2,0,0
42595,0,1,129,14,2,20,0,2,0,0,0
42596,0,1,48,14,2,20,0,2,0,0,0
42597,0,1,105,14,2,20,0,1,0,0,0
42600,0,0,44,12,2,20,0,0,2,0,0
42601,0,0,212,12,2,20,0,0,1,0,1
42602,0,1,76,12,2,20,0,0,0,1,0
42603,0,1,185,12,2,20,0,0,2,0,0
42604,0,1,309,12,2,20,0,0,0,0,1
42609,0,0,235,18,1,18,0,0,0,1,0
42610,0,0,103,18,1,18,0,0,0,0,1
42611,0,0,260,18,1,18,0,0,1,0,0
42612,0,0,190,18,1,18,0,0,0,1,0
42613,0,1,132,18,1,18,0,0,0,0,0
42614,0,1,107,18,1,18,0,0,0,1,0
42615,0,1,229,18,1,18,0,0,1,0,0
42616,0,1,65,18,1,18,0,0,0,0,0
42618,0,0,224,16,2,18,0,1,1,0,0
42620,0,1,185,16,2,18,0,0,0,1,1
42621,0,1,141,16,2,18,0,0,0,1,1
42622,0,1,180,16,2,18,0,1,0,0,1
42623,0,1,78,16,2,18,0,0,1,0,0
42626,0,0,286,14,2,18,0,0,0,0,1
42627,0,0,282,14,2,18,0,0,0,1,1
42628,0,0,231,14,2,18,0,1,0,1,0
42630,0,1,180,14,2,18,0,0,1,0,0
42631,0,1,247,14,2,18,0,0,2,0,0
42632,0,1,182,14,2,18,0,1,1,0,0
42633,0,1,147,14,2,18,0,1,0,0,0
42635,0,0,150,12,2,18,0,0,0,2,0
42636,0,0,290,12,2,18,0,1,0,0,0
42637,0,0,310,12,2,18,0,0,1,0,0
42638,0,0,230,12,2,18,0,1,0,0,1
42640,0,1,236,12,2,18,0,0,1,0,0
42641,0,1,247,12,2,18,0,0,0,1,0
42642,0,1,268,12,2,18,0,1,1,0,0
42643,0,1,42,12,2,18,0,0,2,0,0
42644,0,1,310,12,2,18,0,1,1,0,0
42645,0,1,32,12,2,18,0,0,2,0,0
42646,0,1,287,12,2,18,0,1,1,0,0
42647,0,1,97,12,2,18,0,0,1,0,0
42648,0,1,31,12,2,18,0,1,1,0,0
42651,0,0,128,10,2,18,0,0,0,1,0
42653,0,1,309,10,2,18,0,0,1,1,0
42654,0,1,320,10,2,18,0,1,0,0,0
42655,0,1,127,10,2,18,0,0,1,0,0
42656,0,1,219,10,2,18,0,0,2,0,0
42657,0,1,169,10,2,18,0,0,0,1,1
42658,0,1,261,10,2,18,0,0,1,1,0
42659,0,1,238,10,2,18,0,0,1,0,0
42662,0,1,266,2,3,18,0,0,1,2,0
42663,0,1,87,8,4,18,0,0,2,1,1
42664,0,1,189,8,4,18,0,0,0,2,1
42665,0,0,106,6,4,18,0,0,1,0,0
42671,0,0,292,16,1,16,0,1,0,0,0
42672,0,0,112,16,1,16,0,0,0,0,0
42673,0,0,122,16,1,16,0,0,1,0,0
42674,0,0,232,16,1,16,0,0,1,0,0
42675,0,0,135,16,1,16,0,0,1,0,0
42676,0,0,56,16,1,16,0,0,0,1,0
42677,0,0,215,16,1,16,0,0,1,0,0
42678,0,0,255,16,1,16,0,0,0,1,0
42679,0,0,261,16,1,16,0,0,0,0,0
42680,0,0,287,16,1,16,0,0,1,0,0
42681,0,0,266,16,1,16,0,0,0,0,0
42682,0,0,239,16,1,16,0,0,1,0,0
42687,0,1,96,16,1,16,0,0,0,0,1
42688,0,1,193,16,1,16,0,0,1,0,0
42689,0,1,122,16,1,16,0,1,0,0,0
42690,0,1,166,16,1,16,0,0,1,0,0
42691,0,1,264,16,1,16,0,0,0,0,0
42692,0,1,131,16,1,16,0,0,0,0,1
42693,0,1,107,16,1,16,0,0,1,0,0
42694,0,1,257,16,1,16,0,0,0,0,0
42695,0,1,84,16,1,16,0,0,0,0,0
42696,0,1,68,16,1,16,0,0,0,0,1
42697,0,1,252,16,1,16,0,0,1,0,0
42698,0,1,181,16,1,16,0,0,0,1,0
42699,0,1,106,16,1,16,0,0,1,0,0
42700,0,1,32,16,1,16,0,0,0,1,0
42701,0,1,157,16,1,16,0,0,0,1,0
42702,0,1,224,16,1,16,0,0,1,0,0
42703,0,1,114,16,1,16,0,0,0,0,1
42704,0,1,26,16,1,16,0,0,1,0,0
42705,0,1,95,16,1,16,0,0,0,0,0
42706,0,1,32,16,1,16,0,1,0,0,0
42707,0,1,294,16,1,16,0,0,0,1,0
42708,0,1,301,16,1,16,0,0,1,0,0
42709,0,1,277,16,1,16,0,1,0,0,0
42710,0,1,304,16,1,16,0,0,0,0,1
42711,0,1,229,16,1,16,0,0,0,0,0
42712,0,1,118,16,1,16,0,0,0,0,0
42713,0,1,144,16,1,16,0,0,1,0,0
42714,0,1,17,16,1,16,0,0,0,0,0
42715,0,1,130,16,1,16,0,0,0,1,0
42716,0,1,302,16,1,16,0,1,0,0,0
42717,0,1,292,16,1,16,0,0,1,0,0
42718,0,1,38,16,1,16,0,0,0,0,0
42719,0,1,139,16,1,16,0,0,0,0,0
42720,0,1,152,16,1,16,0,0,1,0,0
42721,0,1,95,16,1,16,0,0,1,0,0
42722,0,1,119,16,1,16,0,0,1,0,0
42724,0,0,314,14,2,16,0,0,0,1,1
42725,0,1,125,14,2,16,0,1,0,0,1
42726,0,1,126,14,2,16,0,0,1,0,0
42727,0,1,234,14,2,16,0,0,2,0,0
42728,0,1,45,14,2,16,0,1,0,0,0
42729,0,1,199,14,2,16,0,0,1,0,0
42730,0,1,99,14,2,16,0,0,0,2,0
42731,0,1,274,14,2,16,0,0,1,0,1
42733,0,0,159,12,2,16,0,0,0,0,2
42735,0,1,262,12,2,16,0,0,0,1,1
42736,0,1,202,12,2,16,0,0,1,0,1
42737,0,1,304,12,2,16,0,0,1,0,1
42738,0,1,192,12,2,16,0,0,1,0,1
42739,0,1,92,12,2,16,0,1,1,0,0
42740,0,1,260,12,2,16,0,0,1,0,0
42741,0,1,86,12,2,16,0,0,0,1,0
42742,0,1,102,12,2,16,0,0,0,1,1
42743,0,1,202,12,2,16,0,1,0,0,0
42745,0,0,33,10,2,16,0,0,1,0,1
42748,0,1,46,10,2,16,0,0,0,2,0
42749,0,1,317,10,2,16,0,0,1,1,0
42750,0,1,42,10,2,16,0,0,0,1,0
42751,0,1,213,10,2,16,0,1,0,0,0
42753,0,0,246,8,2,16,0,0,1,0,0
42754,0,0,203,8,2,16,0,0,1,1,0
42755,0,1,126,8,2,16,0,0,0,1,0
42756,0,1,88,8,2,16,0,0,2,0,0
42757,0,0,273,8,3,16,0,1,2,0,0
42761,0,0,281,6,4,16,0,2,2,0,0
42763,0,1,328,6,4,16,0,1,2,0,1
42765,0,0,232,6,5,16,0,1,2,0,1
42770,0,0,32,14,1,14,0,0,0,0,1
42771,0,0,235,14,1,14,0,1,0,0,0
42772,0,0,277,14,1,14,0,0,1,0,0
42773,0,0,163,14,1,14,0,0,0,0,0
42774,0,0,184,14,1,14,0,0,0,0,0
42775,0,0,236,14,1,14,0,0,0,0,0
42776,0,0,312,14,1,14,0,0,1,0,0
42777,0,0,271,14,1,14,0,0,0,0,0
42778,0,0,289,14,1,14,0,0,0,0,0
42779,0,0,230,14,1,14,0,0,1,0,0
42784,0,1,75,14,1,14,0,1,0,0,0
42785,0,1,180,14,1,14,0,0,1,0,0
42786,0,1,125,14,1,14,0,0,0,1,0
42787,0,1,256,14,1,14,0,0,0,0,0
42788,0,1,275,14,1,14,0,0,0,0,0
42789,0,1,300,14,1,14,0,0,1,0,0
42790,0,1,312,14,1,14,0,0,1,0,0
42791,0,1,156,14,1,14,0,0,1,0,0
42792,0,1,151,14,1,14,0,0,0,1,0
42793,0,1,161,14,1,14,0,0,0,1,0
42794,0,1,281,14,1,14,0,0,1,0,0
42795,0,1,218,14,1,14,0,0,0,1,0
42796,0,1,300,14,1,14,0,0,1,0,0
42797,0,1,276,14,1,14,0,1,0,0,0
42798,0,1,38,14,1,14,0,0,1,0,0
42799,0,1,131,14,1,14,0,1,0,0,0
42800,0,1,262,14,1,14,0,0,1,0,0
42801,0,1,40,14,1,14,0,0,1,0,0
42802,0,1,204,14,1,14,0,0,1,0,0
42803,0,1,211,14,1,14,0,0,1,0,0
42804,0,1,91,14,1,14,0,0,1,0,0
42805,0,1,120,14,1,14,0,0,1,0,0
42806,0,1,278,14,1,14,0,0,0,1,0
42807,0,1,59,14,1,14,0,0,1,0,0
42808,0,1,61,14,1,14,0,0,0,1,0
42809,0,1,309,14,1,14,0,0,1,0,0
42810,0,1,43,14,1,14,0,0,1,0,0
